"village_name","district_id"
"CHINGAGWE  ","17"
"JASON","17"
"LABSON","17"
"LUWISI","17"
"MAKANANI","17"
"MASENJERE","17"
"MDELEZINA","17"
"MZEMANI","17"
"MZULANJOBVU","17"
"JAMBAWE","17"
"MUOZA","17"
"JOE LINZI","17"
"KAMBADYA I","17"
"KAMBADYA II","17"
"LINZI","17"
"SIKONO","17"
"CHIWONDO","17"
"JOSWA","17"
"LANGWANI","17"
"WATER","17"
"CHENDEWA","17"
"CHIKONDI","17"
"KABVALA I","17"
"KABVALA II","17"
"KAMPINI","17"
"KUSHETO","17"
"MUSSA","17"
"CHIKAONEKA","17"
"CHIKWIRI","17"
"DALO","17"
"MPAMBILA","17"
"SUNGANI","17"
"CHIMPONDA","17"
"CHIZUNGUCHINO","17"
"KANKAO","17"
"KANKAO TC","17"
"KHUNDIRA","17"
"MADYERATU","17"
"MALAKAMU","17"
"CHIMWALA","17"
"CHITSULO","17"
"KANJOKA","17"
"KAPUKU","17"
"MAITON","17"
"MALOPA","17"
"THAMANDA","17"
"JOHN","17"
"NAKAPA","17"
"PHILIP MBEWE","17"
"ZULAYE","17"
"CHAOLA","17"
"DIDIYA","17"
"KWALAKWATA","17"
"MANJANJA","17"
"SAMI","17"
"KAMBA","17"
"MAJIYA","17"
"MALUWA","17"
"TSANYAWOYERA","17"
"MAKOKOLA","17"
"MATEYU","17"
"MTHENGOMWACHA I","17"
"MTHENGOMWACHA II","17"
"BEN","17"
"CHIKAMERA","17"
"CHINAZA","17"
"KAMYETSA","17"
"KAPINDULA","17"
"KAUKUWE","17"
"LIPENGA","17"
"MKALULUKA","17"
"MKWEZALAMBA","17"
"MTONYA","17"
"NYANYALA I","17"
"NYANYALA II","17"
"NYANYALA TC","17"
"SANUDI","17"
"SIKENALA","17"
"THAMANGIRA I","17"
"THAMANGIRA II","17"
"YOLOMONI","17"
"MPOCHERA","17"
"PILATO (LEVENI)","17"
"CHING""AMBA","17"
"GOBEDE","17"
"GREY","17"
"KAMYAT(MAGOMBO II)","17"
"KAPOLOMA","17"
"PIYO","17"
"SAKA I","17"
"SAKA II","17"
"SILIYA","17"
"ZANGAPHE","17"
"MALEMBA","17"
"MBWEMBA","17"
"NGONGOMWA","17"
"NTONDOKERA","17"
"CHANGADEYA","17"
"CHIZINGA","17"
"THOM","17"
"BAMBA","17"
"CHIDA","17"
"CHIMBALAME","17"
"DZIMATI II","17"
"KAPITO","17"
"MILIKA","17"
"ZANDEYA","17"
"UYERE I","17"
"UYERE II","17"
"DZIKUZENJI","17"
"HASANI","17"
"MGWAGWA","17"
"WIZALAMU","17"
"CHIKAPHONYA","17"
"CHIMIMBA","17"
"KALIWOTCHI","17"
"MANYUMBA","17"
"MULAMBIKA","17"
"MWASEKERA","17"
"PHINGO","17"
"CHALAWE","17"
"CHIHOLOMBA","17"
"CHIMDIKITI","17"
"HOBA","17"
"JUMBE","17"
"KEFA","17"
"MBAVA","17"
"NSAKASA","17"
"CHIYAKA","17"
"GOPOLE","17"
"JAMBO","17"
"CHITUMBE","17"
"DAILESI","17"
"GOMANI","17"
"MUSSA","17"
"NMWELA","17"
"SANDE","17"
"CHIKOKO","17"
"CHINGWALUNGWALU","17"
"KABIYO","17"
"KALEMBO","17"
"KALEMBO II","17"
"MICHESI","17"
"MPANGO","17"
"MTONDA","17"
"MWALERO","17"
"NG""OMBE","17"
"NSIMA","17"
"SHUGA","17"
"AMUSSA","17"
"BATOMEYO","17"
"KANSIYENI","17"
"KATHUMBA","17"
"KUMTIYANI","17"
"LIJERA","17"
"MOGOYA","17"
"SELA","17"
"CHIKOLONGO","17"
"KALAKO","17"
"KWENJE","17"
"LIGWANG""WA","17"
"CHIWALO","17"
"M""BAWA","17"
"NAMACHILA","17"
"NAMUNDE","17"
"MAJIKUTA","17"
"MDOKA","17"
"CHESANI","17"
"CHINGALE","17"
"KAPHUKA","17"
"MAKWINJA","17"
"MASAMBUKA","17"
"MAZEZE","17"
"MTAMBALIKA","17"
"SALIMU","17"
"WHITE","17"
"MAGOMBE","17"
"MANINJI","17"
"TAMBALA","17"
"KALIMILA","17"
"MASELEMA","17"
"PHUTU","17"
"BIMBI","17"
"KAGASA","17"
"MAYELA","17"
"SWOLEYI","17"
"MGULURA","17"
"MTIRA","17"
"GUNDA","17"
"MJUNGA","17"
"MKAMWANA","17"
"MWAMADI","17"
"SIMBINDE","17"
"WILLIAM","17"
"CHIGWENEMBE","17"
"EDWARD","17"
"KAWANGA","17"
"KUNENA","17"
"MAKALANI","17"
"MATUKUTA","17"
"MKANDA","17"
"MMANIWA","17"
"NGWALU","17"
"SAPA","17"
"CHIWUNDU","17"
"MAKANDE","17"
"MKWETA","17"
"NSALIWA","17"
"NSUWO","17"
"AMANU","17"
"MMANGA","17"
"MWALABU","17"
"MPALE TC","17"
"KAPITO","17"
"MLUMA","17"
"MPEMBA","17"
"MPONDA","17"
"MUYAKA","17"
"PETER KASANGA","17"
"CHAKWIYA","17"
"CHITSEKO","17"
"KUMCHENGA","17"
"MATIYA","17"
"MTELERA","17"
"MULILIMA","17"
"PEMBA","17"
"WADI","17"
"CHIPAPA","17"
"KAMWANA","17"
"KASENJERA","17"
"NAMUNGUMI","17"
"NDEMBWE","17"
"GALANJE","17"
"MILALA","17"
"MKOTA","17"
"NANDUMBO","17"
"NANDUMBO TC","17"
"NOGWE","17"
"NYANYIKA","17"
"MALIDADI","17"
"MAPIKO","17"
"NSULU","17"
"MAKUNGANYA","17"
"MDALA","17"
"NYANG""WA","17"
"JACKSON","17"
"MASULA MANJA","17"
"SIMBOTA","17"
"ULONGWE TC","17"
"TCHAIDONI","17"
"KUCHIGANGA","17"
"MANYEKHULA","17"
"MZITO","17"
"SELEMANI","17"
"CHAMPONDEKEZA","17"
"CHENDAUSIKU II","17"
"KAMBADI","17"
"LAJA","17"
"M""MANGENI","17"
"MANGANI","17"
"MOLOSI","17"
"KAMOTO","17"
"KASONYA","17"
"NAZIYAYA","17"
"CHALAMANDA","17"
"MIKAYERE","17"
"NGOLINGA","17"
"CHITARA II","17"
"JAMES","17"
"KALIMBUKA","17"
"MAHOWA","17"
"MITCHAYA","17"
"MITOCHI","17"
"NAMBAZO","17"
"SILIYA","17"
"CHIPOLE","17"
"KUMAJANGA","17"
"MILOPA","17"
"MWAMADI","17"
"NTOJIMANGA","17"
"SAWASAWA","17"
"SIBO","17"
"YASINI","17"
"CHIBWANA I","17"
"CHIBWANA II","17"
"KUNTENJERA","17"
"PHASULE","17"
"CHAONA","17"
"GWALADI","17"
"LAZALO","17"
"MALUNGA","17"
"MCHOSEN","17"
"WALEYA","17"
"CHEWADI","17"
"CHING""AMBA","17"
"CHIPINGA","17"
"DINALA","17"
"KANYANDA","17"
"KANYOZA","17"
"KAPARAMURA I","17"
"MPONDA","17"
"NDOYA","17"
"NKOMBA","17"
"SOSORA","17"
"TSEKA","17"
"KANONGWA","17"
"KODO","17"
"MAKLAUDI","17"
"SAKAIKO","17"
"ZAM""MIMBA","17"
"KWITANDA TC","17"
"CHIBALANGA","17"
"LAKALAKA","17"
"LILE","17"
"MPENDAMA","17"
"PETHULO","17"
"UMALI","17"
"ASIKIMU","17"
"CHILEMBWE","17"
"KALAMBO","17"
"M""MANGA I","17"
"M""MANGA II","17"
"NGUNGWA","17"
"NONSON","17"
"THUKUTA","17"
"CHIPAPALA","17"
"GOLOWA","17"
"LIKOJA","17"
"MAGOMBO","17"
"NACHAMBA","17"
"NTHUNDE","17"
"PHALURA","17"
"UKALANGA","17"
"LIMANI","17"
"MANEYA","17"
"BWANALI","17"
"CHANGUYA","17"
"CHIWAYA","17"
"DANKEN","17"
"DULANI","17"
"GIBISANI","17"
"KAIPAKUNJA","17"
"KANANJI","17"
"KAPITO","17"
"MARITCHI","17"
"MGUNDO","17"
"MJALE","17"
"MPEMBEZA","17"
"MPINGA","17"
"MSIKIZI","17"
"MWALELO","17"
"NG""ONGA","17"
"ADAMU","17"
"CHAULUKA","17"
"CHINTHUNTHU","17"
"HANJAHANJA ","17"
"HANJAHANJA II","17"
"KACHISI","17"
"KANDENGWE","17"
"KAPIRE","17"
"KAUMPHAWI","17"
"MBODZORE","17"
"MPHATA","17"
"MPULURA II","17"
"MTONYA","17"
"NCHISA","17"
"NGOLONJE","17"
"NJEDE","17"
"NTCHENTCHE","17"
"USIGARA","17"
"CHASOCHERA","17"
"CHASOCHERA II","17"
"KUKATUNDU","17"
"MTONYA I","17"
"NG""OMBE","17"
"CHINGOTA","17"
"LEZERE","17"
"MKWEZALAMBA","17"
"NANGOMA","17"
"CHANI","17"
"CHIBWANA","17"
"KADONDO","17"
"KAUTA","17"
"MBATAMILA","17"
"NAMONDWE","17"
"NGWALU","17"
"NJOPILO","17"
"NKHALANGO","17"
"NZATI","17"
"CHIPALA","17"
"KATUNGA","17"
"MANDEBVU","17"
"MASAMBA","17"
"MULELEMBA","17"
"NAZOMBE","17"
"SAIDI","17"
"MZUNGA","17"
"CHIPUMI","17"
"LEMOSI","17"
"NKOMALIZA","17"
"BINES","17"
"JANA","17"
"MAKANGATA","17"
"ULAYA","17"
"CHAKANZA","17"
"MAGOMBO","17"
"MPILANGWE","17"
"SINGANO","17"
"CHAMBULUKA","17"
"JANKEN","17"
"NJOMVUYALEMA","17"
"NSOZA","17"
"CHIKONGA ","17"
"CHIKONGA II","17"
"CHIWERE","17"
"AKUMACHEMBA","17"
"CHIKWAMBA","17"
"GAMBI","17"
"KUMWINJE","17"
"MIRANDA","17"
"NKOMAURA","17"
"CHIMATIRO","17"
"ISSA","17"
"KANTHEMBWE","17"
"WADI","17"
"KASYANO","17"
"NAMALUWO","17"
"NKHOZI","17"
"HAU","17"
"KAMOWATIMWA","17"
"NAWETA I","17"
"CHIWAYA","17"
"DODOMA","17"
"KANTANJWE","17"
"LUBELETO","17"
"MAKAWA","17"
"NJALAMANDA","17"
"NTUPUWA","17"
"SEKAZAWO","17"
"SOLOMONI","17"
"UTALE II TC","17"
"DAMBA","17"
"CHIGAGA","17"
"KANDAMU","17"
"KUZARO","17"
"MAGILETA","17"
"MISOMALI","17"
"MPEPO","17"
"CHIMWALA","17"
"JAWADU","17"
"KWERANI","17"
"MALIKURA","17"
"SITORA","17"
"WOTCHI","17"
"NYERELE","17"
"MABUKA","17"
"MEREKA","17"
"SINJA","17"
"CHIMPANGO","17"
"MSUKWA","17"
"NSAMBUZI","17"
"CHILANGA","17"
"CHIRUMBA","17"
"CHIYATA","17"
"CHIYINJENI","17"
"MANYONGA","17"
"TAIMU","17"
"UTALE","17"
"DAVIDE","17"
"JEDENI","17"
"KAYAMBA","17"
"MBUNGO","17"
"MGOMWA TC","17"
"CHIMIMBA","17"
"CHINGERE","17"
"CHISONI","17"
"KANGAUNDE","17"
"MATIPANI","17"
"MBEWE","17"
"MPIMBI TC","17"
"NDATOPA","17"
"OSTEN","17"
"KUMVAZAWANA","17"
"MULUMA","17"
"NSAMBAZI","17"
"NYALUGWE","17"
"BONONGWE","17"
"NAMIYAKA","17"
"CHIKWERU","17"
"JIYA","17"
"SOZINYO","17"
"ALI","17"
"CHIPEMBERE","17"
"MUSSA","17"
"NJELENJE TC","17"
"NYAMBI","17"
"TEPANI","17"
"YASINI","17"
"MISANJE","17"
"NTANDIWA","17"
"CHAMBO","17"
"GUMBARA","17"
"MBIYA","17"
"NDIMBURE","17"
"NJAWALA","17"
"NKAYA I","17"
"NKAYA II","17"
"NSOMA","17"
"JINGASIYA","17"
"KADAMMANJA","17"
"MANYONI","17"
"UTALE I","17"
"CHIBATI","17"
"KAOMBE","17"
"KWENJE","17"
"MUROLE","17"
"NSAAMILA","17"
"JONASI","17"
"KAMWENDO","17"
"MIULIYA","17"
"KATULI","17"
"NJIRAGOMA","17"
"MULIYA","17"
"BEMEYANI","17"
"GOLIATI","17"
"JOSWA","17"
"WISIKI","17"
"CHIKONDENJI","17"
"MPOKOSA","17"
"GOMIWA","17"
"CHIKAKUNDA","17"
"CHINGAWA","17"
"KATUNGA","17"
"MKOLIMBO","17"
"ODIRO","17"
"CHIFODYA","17"
"KOLOKO","17"
"SAYIKOLO","17"
"TSIKU","17"
"CHIKALOGWE","17"
"MINDANO","17"
"ZIPAYIWO","17"
"CHIDZAMBUYO","17"
"CHIKOLORERE","17"
"CHIPALAMILOMO","17"
"DZAKADZI","17"
"LAUDANI","17"
"NAMBALA","17"
"SUNGALEKE","17"
"BLUSI","17"
"CHIMATIRO","17"
"CHIUJA","17"
"MALIKI","17"
"MALUNGA","17"
"MPINGANJIRA","17"
"MSOSA","17"
"NGUNDE I","17"
"NGUNDE II","17"
"ULI","17"
"CHINKWAKWA","17"
"CHIWAMBO","17"
"KUMVERAKWETHU","17"
"LIKAGWA","17"
"M""DAKAZIONA","17"
"ANANSIOMWEWA","17"
"EFETE","17"
"KACHIPEYA","17"
"NAMUWASO","17"
"NAMUWELUSO","17"
"JESITALA","17"
"MPONDA","17"
"MULANGALI","17"
"MUOZA","17"
"CHAGUNDA","17"
"CHIPWERE","17"
"ELIASI","17"
"MASACHE","17"
"MILIWA","17"
"CHAMBO","17"
"CHISASIKO","17"
"KANYOZA","17"
"MCHEREWATHA","17"
"CHIWOZA","17"
"FAITI","17"
"GONTHU","17"
"NAMAUYA","17"
"SICHITHA","17"
"CHIOZA","17"
"KADYALUNDA","17"
"KUMTELE","17"
"MAPIRA","17"
"ZIWOYA","17"
"KANG""OMBE","17"
"KANJOVU","17"
"WILISONI","17"
"CHIBWANA","17"
"KATUMA","17"
"ULADI","17"
"YASINI","17"
"KASIYA","17"
"LIWONDE","17"
"LOMPWA","17"
"CHIGWAJA","17"
"M""MANGA","17"
"MKOLA","17"
"AJAMI","17"
"MATIPA","17"
"CHANGWA","17"
"JUMA","17"
"KAM""BAULE","17"
"MGWIRA","17"
"NDUWA","17"
"GANIZA","17"
"MAKUNGANYA","17"
"MALIWAZI","17"
"MISOMALI","17"
"MPOTO","17"
"MTHUMBA","17"
"NAMONDE","17"
"BANDULA","17"
"CHIGUMULA","17"
"CHIKHWASA","17"
"CHIKUTA","17"
"CHIMOWA","17"
"MATHUWA","17"
"MSAMANYADA","17"
"MTETEMERA","17"
"TAMBALA","17"
"CHIGULUA","17"
"KAWINA","17"
"KACHERE","17"
"NGALICHE","17"
"NKHOKWE","17"
"SUKALI","17"
"EDIWADI","17"
"KUNKEYANI","17"
"MAKWATI","17"
"MATEKENYA","17"
"MAWAYA","17"
"NGALANGO","17"
"NGOMANO","17"
"NYANGA","17"
"PILITU","17"
"CHIPOCHERA","17"
"SAWALI","17"
"CHIMENYA","17"
"KANYOLE","17"
"SHUMBA","17"
"BANGWE TRADING CENRE","21"
"CHINJINGA TRADING CENTRE","21"
"CHISOMBEZI TRADING CENTRE","21"
"KAWINGA","21"
"LIMBE","21"
"MBAYANI","21"
"MPINGWE","21"
"MTHANDIZI TRADING CENTRE","21"
"MTOPWA","21"
"MVULA TRADING CENTRE","21"
"MWAMADI","21"
"NAMATAPA","21"
"NAMATCHA TRADING CENTRE","21"
"BANGWE","21"
"DELUNDE TRADING CENTRE","21"
"KAWINGA","21"
"MANDULA","21"
"MTHANDIZI","21"
"MWAMADI","21"
"PA CORNER BUS STAGE","21"
"BLANTYRE CITY CENTRE","21"
"BLANTYRE MARKET TRADING CENTRE","21"
"CHILOMONI","21"
"CHILOMONI TRADING CENTRE","21"
"CHIYIMILE","21"
"CITY MARKET TRADING CENTRE","21"
"FARGO","21"
"GAKA TRADING CENTRE","21"
"KABULA","21"
"KAUNGA","21"
"KAUSIWA","21"
"MANDALA","21"
"MANYOWE","21"
"MMANGO TRADING CENTRE","21"
"MOUNT PLEASANT","21"
"NAMIWAWA","21"
"NANCHOLI","21"
"NANCHOLI TRADING CENTRE","21"
"SUMANI","21"
"BALUTI","21"
"CATHOLIC INSTITUTE (C I)","21"
"CHIMFITI","21"
"KAMPALA","21"
"KAMPALA TRADING CENTRE","21"
"MANASE","21"
"MANASE TRADING CENTRE","21"
"MARTENI","21"
"MISESA","21"
"MONEY MEN","21"
"NANCHOLI ","21"
"NEW NAPERI","21"
"SUMANI 1","21"
"SUNNY SIDE","21"
"CHIGUMULA","21"
"CHIPANDA","21"
"CHISAPI","21"
"CHISWE","21"
"GRIPA CHIGUMULA","21"
"MGALAMADZI","21"
"MKOKA","21"
"MNYAKA","21"
"MZAMBA","21"
"NACHAMBA","21"
"NAMALU","21"
"NANGUMI","21"
"NEW LINES","21"
"PHWANDAPHWANDA","21"
"SUMBULETA","21"
"WALANI","21"
"CHING'AMBA","21"
"CHIRIMBA FAGO","21"
"CHIWASA","21"
"DAVIDE","21"
"HEMA","21"
"LIZEYO","21"
"MACHEKA","21"
"MANGOCHI","21"
"M'BWERERA","21"
"MULUNGUZI","21"
"NANDORO","21"
"NASIRI","21"
"NTHUKWA","21"
"ZAMBIA","21"
"BALUTI","21"
"BALUTI TRADING CENTRE","21"
"BIZIMALIKI","21"
"CHILOBWE","21"
"CHILOBWE TRADING CENTRE","21"
"CHIYIMILE","21"
"GREEN CORNER","21"
"GREEN CORNER TRADING CENTRE","21"
"MONEY MEN","21"
"NANCHOLI","21"
"NANCHOLI TRADING CENTRE","21"
"NEW CHILOBWE LINES","21"
"SITOLE","21"
"STELLA MARIS","21"
"ZINGWANGWA","21"
"ZINGWANGWA TRADING CENTRE","21"
"CHICHIRI","21"
"FREE MARKET","21"
"KANJEDZA","21"
"KANJEDZA 1","21"
"LIMBE","21"
"MALAWI DEFENCE FORCE","21"
"PROJECT","21"
"ANDREW","21"
"BUTAWO","21"
"CHAUWA","21"
"CHILEMBE","21"
"CHIWERE  ","21"
"CHIWERE AREA 10","21"
"KACHELE","21"
"KANACHI","21"
"MACHINJILI AREA 6","21"
"MACHINJILI AREA 8","21"
"MACHINJILI AREA 9","21"
"MASIYAYA","21"
"MATHULI","21"
"MAUJA","21"
"MENDULO","21"
